tweet_text,Liked,Sentiment,Score
My boyfriend and i sat at the bar and had a completely delightful experience.,1,negative,0.253248483
Weird vibe from owners.,0,positive,0.68002969
There was hardly any meat.,0,negative,0.424417228
I've had better bagels from the grocery store.,0,neutral,0.580848157
Go To Place for Gyros.,1,positive,0.613976002
"I love the owner/chef, his one authentic Japanese cool dude!",1,positive,0.933053613
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,positive,0.633974373
I found a six inch long piece of wire in my salsa.,0,neutral,0.518289387
"The service was terrible, food was mediocre.",0,neutral,0.450849086
We definately enjoyed ourselves.,1,positive,0.775239587
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,positive,0.600693703
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,positive,0.7486009
I had about two bites and refused to eat anymore.,0,negative,0.228012621
The service was extremely slow.,0,neutral,0.53490907
"After 20 minutes wait, I got a table.",0,neutral,0.593736947
Seriously killer hot chai latte.,1,positive,0.679132164
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,negative,0.205380514
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,neutral,0.542718232
Their rotating beers on tap is also a highlight of this place.,1,neutral,0.596701145
Pricing is a bit of a concern at Mellow Mushroom.,0,positive,0.712479472
Worst Thai ever.,0,neutral,0.558577657
If you stay in Vegas you must get breakfast here at least once.,1,positive,0.894377649
I want to first say our server was great and we had perfect service.,1,neutral,0.541107237
The pizza selections are good.,1,positive,0.769096255
"I had strawberry tea, which was good.",1,neutral,0.590862274
Highly unprofessional and rude to a loyal patron!,0,positive,0.687995315
"Overall, a great experience.",1,positive,0.85687387
Spend your money elsewhere.,0,positive,0.735356271
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,positive,0.75596875
The Buffet at Bellagio was far from what I anticipated.,0,neutral,0.503714681
"And the drinks are WEAK, people!",0,positive,0.634649038
My order was not correct.,0,negative,0.189997971
"Also, I feel like the chips are bought, not made in house.",0,negative,0.151496515
After the disappointing dinner we went elsewhere for dessert.,0,positive,0.658814013
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,positive,0.762076616
We won't be returning.,0,negative,0.331872642
This is my new fav Vegas buffet spot.,1,positive,0.70811528
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,negative,0.148504421
"Very, very sad.",0,neutral,0.468984127
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,neutral,0.570347905
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,negative,0.357156008
I'm not impressed with the concept or the food.,0,neutral,0.464839488
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,negative,0.045465324
"There is really nothing for me at postinos, hope your experience is better",0,negative,0.416058213
I got food poisoning here at the buffet.,0,negative,0.342625171
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,negative,0.377472609
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,positive,0.773502111
"Needless to say, I won't be going back anytime soon.",0,negative,0.286920786
This place is disgusting!,0,neutral,0.50162065
"Every time I eat here, I see caring teamwork to a professional degree.",1,neutral,0.585994065
The RI style calamari was a joke.,0,positive,0.699033737
"However, there was so much garlic in the fondue, it was barely edible.",0,negative,0.227780238
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,negative,0.054415073
"It was so bad, I had lost the heart to finish it.",0,negative,0.03074033
It also took her forever to bring us the check when we asked for it.,0,neutral,0.566853881
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,negative,0.075469919
Disappointing experience.,0,neutral,0.529886723
"The food is about on par with Denny's, which is to say, not good at all.",0,negative,0.326358736
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,positive,0.807924449
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,negative,0.425274521
We won't be going back.,0,negative,0.24638851
The place was fairly clean but the food simply wasn't worth it.,0,neutral,0.456157118
This place lacked style!!,0,positive,0.652892411
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,neutral,0.505882621
Don't bother coming here.,0,negative,0.388057798
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,neutral,0.531306028
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,negative,0.379684716
It was equally awful.,0,positive,0.638859153
Probably not in a hurry to go back.,0,negative,0.121856809
very slow at seating even with reservation.,0,positive,0.604255736
Not good by any stretch of the imagination.,0,negative,0.331754386
The cashew cream sauce was bland and the vegetables were undercooked.,0,positive,0.618565261
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,negative,0.309435844
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,negative,0.311210692
I was VERY disappointed!!,0,negative,0.17986083
This place is horrible and way overpriced.,0,neutral,0.4862203
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,negative,0.289938062
It wasn't busy at all and now we know why.,0,negative,0.232680723
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,neutral,0.595041275
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,negative,0.131680369
Con: spotty service.,0,positive,0.611575663
"The fries were not hot, and neither was my burger.",0,negative,0.156781241
But then they came back cold.,0,negative,0.335187167
"Then our food came out, disappointment ensued.",0,positive,0.666333795
The real disappointment was our waiter.,0,neutral,0.568340182
My husband said she was very rude... did not even apologize for the bad food or anything.,0,negative,0.04382024
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,positive,0.684422672
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,negative,0.22097221
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,positive,0.675242782
She was quite disappointed although some blame needs to be placed at her door.,0,negative,0.186493367
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,positive,0.6842224
Del Taco is pretty nasty and should be avoided if possible.,0,positive,0.717960298
It's NOT hard to make a decent hamburger.,0,negative,0.254014701
But I don't like it.,0,negative,0.194684491
Hell no will I go back,0,neutral,0.54993993
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,positive,0.742983639
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,negative,0.035121147
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,negative,0.004442065
The ambiance isn't much better.,0,negative,0.408982635
"Unfortunately, it only set us up for disapppointment with our entrees.",0,negative,0.277717829
The food wasn't good.,0,positive,0.612808704
"Your servers suck, wait, correction, our server Heimer sucked.",0,neutral,0.551658452
What happened next was pretty....off putting.,0,negative,0.361292988
"too bad cause I know it's family owned, I really wanted to like this place.",0,negative,0.030416163
Overpriced for what you are getting.,0,positive,0.845968127
I vomited in the bathroom mid lunch.,0,positive,0.632428646
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,negative,0.135136813
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,negative,0.200533003
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,positive,0.774379909
Food was below average.,0,positive,0.600320935
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,positive,0.663024545
"All in all, Ha Long Bay was a bit of a flop.",0,positive,0.646364868
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,negative,0.302251935
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,negative,0.248846948
"It lacked flavor, seemed undercooked, and dry.",0,positive,0.63790077
It really is impressive that the place hasn't closed down.,0,negative,0.159536779
I would avoid this place if you are staying in the Mirage.,0,positive,0.850113332
The refried beans that came with my meal were dried out and crusty and the food was bland.,0,positive,0.659500122
Spend your money and time some place else.,0,positive,0.839117944
A lady at the table next to us found a live green caterpillar In her salad.,0,positive,0.741346419
the presentation of the food was awful.,0,neutral,0.507510781
I can't tell you how disappointed I was.,0,negative,0.128287807
I think food should have flavor and texture and both were lacking.,0,positive,0.629459918
Appetite instantly gone.,0,neutral,0.552582204
Overall I was not impressed and would not go back.,0,negative,0.035003848
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,positive,0.638416171
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,negative,0.447141618
